,title,title_label,description,description_label
80,"전주비전대학교, 혁신지원사업(1유형) 평가 최우수 ‘A등급’ 획득",1,"및 <b>코로나</b> 19로 인해 침체된 지역사회 발전에 기여할 수 있도록 더욱 노력할 것”이라고 말했다.... 포스트 <b>코로나</b>를 대비한 비대면(Untact) 온라인 수업을 위한 인프라 구축 및 콘텐츠 개발, 취업률 향상을 위한 프로그램... ",1
81,"문체부, '글로벌 광고인재 육성 사업' 진행",0,"문체부 정책 담당자는 &quot;이번 사업을 통해 우수한 광고 인재를 양성함으로써 <b>코로나</b>19 여파로 어려움을 겪고 있는 광고 산업에 활력을 불어넣을 수 있을 것으로 기대한다.&quot;라며, &quot;광고 산업이 <b>코로나</b>19 이후의 새로운 시대... ",1
82,"GS더프레시, 계육 농가 돕기 나섰다..생닭 3마리 1만원 ‘계육 프로모션’ 실...",0,닭고기 가격이 <b>코로나</b>19 이후에도 하락하는 것은 한우와 돼지고기는 쉽게 구워 먹을 수 있는 반면 닭고기는 복잡한 요리과정을 거쳐야 하는 불편함이 있기 때문으로 분석된다.,1
83,"퍼밀, 언택트 자급자족 트렌드 맞춰 '버섯·허브·캣크라스 재배키트' 출시",0,"실제로 표고버섯 키트의 경우 SNS 등에서 최근 무료한 집 생활에 활력을 더해줄 <b>코로나</b> 대란템으로 불리며 화제의 중심으로 자리 잡았다. '무럭무럭 버섯 재배 키트'는 4일부터 구입이 가능하며, 허브류를 비롯한 기타... ",1
84,"교육부, 수도권 지역 대상 학교 밀집도 최소화 조치 시행",1,"박백범 교육부 차관이 29일 '수도권 지역 대상, 강화된 학교 밀집도 최소화 조치 시행' 브리핑을 하고 있다.(사진=교육부) 교육부(유은혜 부총리 겸 교육부장관)는 최근 수도권(서울, 경기, 인천) 지역 <b>코로나</b>19 확진자 증가에... ",1
85,"교보생명 &quot;베테랑 재무설계 매니저, 이제 온라인서 만나요&quot;",0,"포스트 <b>코로나</b> 시대를 앞두고 비대면 영업환경에 적극적으로 대응하면서, 온라인을 통해 고객에게... <b>코로나</b> 19 사태로 대면 상담을 꺼리는 고객이나, 원거리에 있어 다이렉트 지점 방문이 어려운 고객 등 누구나 이용할... ",1
86,"세정그룹, '덕분에 챌린지' 응원 캠페인 동참",0,"패션기업 세정그룹(회장 박순호)이 지난달 29일, <b>코로나</b>19 치료와 확산 방지를 위해 힘쓰는 대한민국 모든... 세정 박순호 회장은 &quot;<b>코로나</b>19를 극복하기 위해 신속한 대처로 앞장서고 있는 정부 관계자와 밤낮없이 헌신하는... ",1
87,"경산시, <b>코로나</b>19 소비촉진 위한 농산물 드라이브 스루 판매행사 개최",0,"이번 행사는 <b>코로나</b>19 확대 장기화로 인해 지역소비 판로에 어려움을 겪고 있는 농가 돕기 등 소비촉진을 위해 마련된 자리이며, 지난달 30일의 1차 행사 또한 시민들에게 큰 호응을 얻었다.이번 행사에서는 채소류 8개... ",1
88,"권찬호 팔달구청장, 관내 녹지 사업 대상지 현장점검",0,기후환경을 조절하는 효과도 있을 것으로 기대하고 있다. 권 구청장은 &quot;녹지 정비로 도심 속 녹색 공간을 시민들이 더욱 쾌적하게 이용할 수 있게 됐다. <b>코로나</b>19로 인해 지친 시민들의 마음에 위안이 되길 바란다&quot;고 말했다.,1
89,수도요금 분할 납부 허용…납부유예 시행,0,"또 최근 <b>코로나</b>19 여파로 경제적 어려움을 겪고 있는 소상공인, 영세업자 등이 수도요금 감면이나 요금... 지자체에게 <b>코로나</b>19 상황을 반영해 즉시 시행하도록 권고했다. 국민권익위 권석원 권익개선정책국장은 &quot;이번... ",1
90,"카페베네, 하겐다즈와 손잡고 여름 신메뉴 출시...관련 프로모션 진행",1,하겐다즈 아이스크림을 활용한 이번 카페베네 여름 신메뉴는 <b>코로나</b>19 여파로 사회적 거리 두기가 일상화되면서 1인 메뉴를 선호하는 식문화에 맞춰 보다 안전하고 가볍게 즐길 수 있는 컵빙수 2종과 프라페노 음료 2종... ,1
91,상주 신병 1주일 만에 훈련 끝난 이유는?,1,올 시즌은 <b>코로나</b>19로 K리그가 늦게 개막하였지만 국방부의 시계는 변함없이 돌아간다. 이에 8월에 6명의... 특히 <b>코로나</b>19로 전입 선수들의 2주간 자가 격리 공백과 체력 훈련이 큰 걸림돌이었다. 만일 이번 14기 선수들이... ,1
92,"KFC, 고생하는 ‘<b>코로나</b>19’ 의료진에게 치킨 등 간식 지원",1,KFC가 모기업 KG그룹과 함께 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19)로 인해 전국 각지에서 고군분투 중인 의료진들을 위해 KFC 시그니처 메뉴인 핫크리스피치킨 등 간식을 지원했다고 4일 밝혔다. KFC는 계속되는... ,1
93,"LG유플러스-엔리얼, 세계최초 AR글라스 출시…전국 24개 매장 체험 가능",1,LG유플러스는 <b>코로나</b>19로 인한 언택트 시대에 맞춰 엔리얼과 함께 AR글래스 온라인 앱(APP) 개발 세미나를 개최한다. 오는 6월 5일 10시 30분부터 한 시간 동안 올쇼TV를 통해 실시간으로 참여할 수 있으며 해당... ,1
94,[포스트 <b>코로나</b>]포스트<b>코로나</b> 시대 기업전략…언택트 넘어 딥택트 지향해야,0,"“<b>코로나</b>19 사태 이후 기업들이 생존하기 위해서는 대면(contact) 사업과 비대면(untact) 사업 최적 조합을... 이번 경영콘서트에서 김경준 딜로이트 컨설팅 부회장은 '<b>코로나</b> 이후 언택트 시대, 우리의 미래는'을 주제로... ",1
95,[포스트 <b>코로나</b>]포스트<b>코로나</b> 시대 기업전략…언택트 넘어 딥택트 지향해야,0,"“<b>코로나</b>19 사태 이후 기업들이 생존하기 위해서는 대면(contact) 사업과 비대면(untact) 사업 최적 조합을... 이번 경영콘서트에서 김경준 딜로이트 컨설팅 부회장은 '<b>코로나</b> 이후 언택트 시대, 우리의 미래는'을 주제로... ",1
96,삼전 웃는데 반도체 전망은,0,삼성전자의 주가가 연일 상승하며 <b>코로나</b>19 이전 수준 회복을 향해 무섭게 돌진하고 있다. 시장에서는... 신종 <b>코로나</b> 바이러스 감염증(<b>코로나</b>19)로 인해 언택트(비대면)선호 현상으로 수요가 증가하고 있는 이유에서다.... ,1
97,"경남농업기술원, 신품종 육성 밀 유전자원 평가회 열어",0,도 농기원에 따르면 올 한해 전 세계를 강타한 <b>코로나</b>19로 물적·인적자원의 이동이 제한되고 그에 따른 식량부족의 위기감은 식량안보의 중요성에 대해 다시한번 생각하게 밀 부흥을 위한 중장기적인 대책이 필요하다.... ,1
98,"김포 혁신교육지구 사업, 특수교육대상자를 위한 교육과정 지원",0,"정하영 김포시장은 “혁신교육지구 사업 내 특수교육 대상자를 위한 사업이 별도로 편성돼 소외되는 학생들이 줄었다”면서 “<b>코로나</b>19로 인해 교육과정 운영이 쉽지 않을 것으로 판단되지만, 학생들의 안전을 위한... ",1
99,"청양군, 문화 활성화 위한 소통·공감 워크숍 개최",0,"계획이며, <b>코로나</b>19 이후 군민들의 다양한 문화생활 영위를 위해 창의적이고 새로운 공연이 이어지도록 열린 행정을 펼칠 방침이다. 김돈곤 군수는 “<b>코로나</b>19 때문에 군민들의 삶, 경제, 사회 등 많은 분야에 변화가... ",1
100,[네이버 포스트] 산림분야 중증장애인 일자리 나온다,0,이번 협약은 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19)으로 경제와 고용 등 사회 전반에 걸쳐 힘든 시기를 보내고 있는 가운데 산림청이 대한민국 중앙 행정기관으로서 장애인고용에 대한 사회적 책무를 인식하고 선도적... ,1
101,"NH농협손보 마케팅부문 임직원, 영농철 일손돕기에 총력",0,임종철 NH농협손해보험 부사장은 “<b>코로나</b>19로 인한 화훼농가의 어려움이 장기화 되고 있어 안타깝다”며 “농협손해보험은 지속적인 농촌 지원활동을 통해 농가의 경영안정에 기여할 수 있도록 최선을 다하겠다”고... ,1
102,"무안군, 개학맞이 <b>코로나</b>19 예방 캠페인 실시",1,"무안군(군수 김산)은 지난 3일과 4일 남악초등학교와 무안초등학교에서 개학맞이 <b>코로나</b>19 예방 캠페인을... 있도록 <b>코로나</b>19 예방수칙을 적극 홍보했다.이와 더불어 마스크 잘 쓰기, 친구들과 떨어져 앉기, 창문을 열어... ",1
103,"성윤모, 기업인 이동 신속통로 아세안 국가로 확대 제안",0,"기업인 이동 보장, 시장개방 확대, 포스트 <b>코로나</b> 협력 등 제안 박성준 기자 kinzi312@ajunews.com 성윤모 산업통상자원부 장관이 아시아 국가의 경제장관들과 <b>코로나</b>19 현황에 관한 화상회의에 참석, 아시아 국가들 간 기업인... ",1
104,'거리두기·체온재고 입장해요',1,4일 오후 서울 중랑구 서울의료원에서 열린 '서울의료원 잠시멈춤 콘서트'에서 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 환자 진료를 위해 수고해 온 의료진들이 입장 전 체온을 재고 있다. 2020.6.4/뉴스1,1
105,게임으로 지자체 관광자원 알린다,0,"최근 포스트 <b>코로나</b>, 비대면 언택트 시대로의 전환에서 게임의 가능성이 높게 평가되고 있다. 정부도 이를 기회삼아 산업을 육성해야 한다고 언급해 게임이 다시금 주목을 받는 추세다. 이에따라 지역 자치 단체에서의... ",1
106,"포스트 <b>코로나</b> 시대, 언택트 설계 협업 플랫폼 'NSPACE' 오픈",0,"이는 포스트 <b>코로나</b> 시대에 걸맞은 방식으로, 타인과의 접촉을 피하면서도 도면과 문서관리를 혁신적으로 처리할 수 있는 플랫폼으로 평가 받는다. 비용면에서도 별도의 서버 구축 및 설치 작업이 없어 서버 구축 및... ",1
107,"LG유플러스, AR글라스 ‘엔리얼 라이트’ 3분기 출시",1,아울러 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 확산으로 인한 언택트 시대에 맞춰 AR글래스 온라인 앱 개발 세미나도 개최한다. 5일 오전 10시 30분부터 한 시간 동안 올쇼TV를 통해 실시간으로 참여 가능하며 해당... ,1
108,"청양군, 문화 활성화 위한 소통·공감 워크숍 개최",0,"계획이며, <b>코로나</b>19 이후 군민들의 다양한 문화생활 영위를 위해 창의적이고 새로운 공연이 이어지도록 열린 행정을 펼칠 방침이다. 김돈곤 군수는 &quot;<b>코로나</b>19 때문에 군민들의 삶, 경제, 사회 등 많은 분야에 변화가 심하다... ",1
109,"제주도교육청, 방과후학교 강사 비상금대출 저금리 지원",0,제주도교육청 관계자는 &quot;<b>코로나</b>19 장기화로 어려움을 겪고 있는 방과후학교 강사들에게 조금이나마 도움이 될 수 있도록 6월 내 지급할 것을 목표로 하고 있다&quot;고 밝혔다. &lt;헤드라인제주&gt;,1
110,"당진시, 안전도시 분과위원회 개최",0,"시 관계자는 &quot;포스트 <b>코로나</b>19 시대에는 시민의 안전이 더욱 중요한 이슈가 될 것&quot;이라며 &quot;유관기관과 민간단체, 그리고 시민의 적극적인 참여를 이끌어 안전도시 당진을 함께 만들어가겠다&quot;고 말했다. 당진=박승군 기자",1
111,"하늘길 막힌 2030, 제주로 몰려…제주신라 고객 45%↑",1,국내여행보다 해외여행을 선호하던 젊은 세대가 <b>코로나</b>19 여파로 제주도로 발길을 돌리는 것으로 보인다. 요즘 2030세대는 최신 트렌드를 추구하면서도 차별화되는 이색적인 경험을 선호하는 특징이 있어 'MZ세대(밀레니얼... ,1
112,건설사들이 늘고 있다…“생활SOC·건설 독려 영향”,0,"정부가 <b>코로나</b>19를 극복하기 위한 3차 추경안을 공개한 가운데 노후 공공건축물 리모델링 사업이 포함되면서다. 어린이집과 보건소, 의료기관, 공공임대주택 등에 고효율 단열재·환기시스템 등을 보강하는 이... ",1
113,"엔젤스파이팅, 8월 17일 파주서 AFC 14 개최",1," <b>코로나</b>를 넘어 다시 기지개를 켠 AFC(엔젤스파이팅챔피언십, 박호준 대표)가 한국의 맥그리거와... 실제로 지난 3월 대회를 개최하려고 했으나 세계적인 팬데믹으로 이어진 <b>코로나</b>바이러스 사태로 무기한... ",1
114,"세종시, 6일 제65회 현충일 추념식 행사 축소 진행",0,올해 현충일 추념식은 <b>코로나</b>19 확산에 대한 우려와 생활 속 거리두기 지침에 따라 당초 계획 인원인... 이춘희 시장은 &quot;<b>코로나</b>19로 인해 행사 규모가 축소되지만 순국선열과 호국영령을 기리는 마음만큼은 여전히 클 것... ,1
115,"충남농협-육군32사단, 마늘농가 일손돕기 나서",0,수확 시기를 맞은 마늘 농가는 <b>코로나</b>19의 영향으로 외국인 근로자의 입국이 지연되면서 인력수급에... 일손돕기 참여자들은 마스크 착용과 2m 건강거리 유지등 <b>코로나</b>19 예방수칙을 준수하며 농가를 지원했다. 길정섭... ,1
116,조명래 환경부 장관 &quot;국가 미래 위한 녹색전환 서둘러야&quot;,1,정부는 <b>코로나</b>19에 대응한 한국형 뉴딜의 일환으로 그린뉴딜을 추진하고 있다. 조 장관은 &quot;기후위기 시대의 녹색전환은 경제의 탈탄소화를 기반으로 생태계의 순환과 자정력이 복원된 생태사회로의 변화를 이끌어... ,1
117,"오산시, 현충일 추념식 취소·자율분향소 운영",0,오산시청 전경.(사진=오산시) 오산시는 <b>코로나</b>19 확산 방지를 위해 오는 6일 예정된 '제65회 현충일 추념식'을 취소하고 시민 누구나 자유롭게 참배할 수 있는 '자율분향소'를 운영하기로 했다. 자율분향소는 <b>코로나</b>19가... ,1
118,데이터 개방으로 '디지털 뉴딜' 선도하는 마사회…공공데이터 제공 운영실태 ...,1,한국마사회 김낙순 회장은 “공공데이터 제공 우수 기관 선정은 <b>코로나</b>19를 극복하기 위한 정부의 디지털 뉴딜 정책에 한국마사회가 최선봉에 서있다는 것을 의미한다. 데이터 문호 개방으로 민간 분야와의 협업을 통한... ,1
119,"작년 SK하이닉스 사회적 가치 창출 급감, 반도체 저조해 납세 줄어",1,또 <b>코로나</b>19와 같은 사태에 대비해 국민들의 안전과 생존을 지원하는 사회적 안전망도 개발한다. 김윤욱 SK하이닉스 지속경영 담당은 &quot;2018년과 대비해 사회적 성과가 큰 폭으로 감소했다&quot;며 &quot;특히 부정적 영향이... ,1
120,"창녕군, '창녕형' 비대면 선별진료소 운영",0,"(사진제공=창녕군청)			[아시아뉴스통신=손임규 기자]경남 창녕군은 지난 2월 28일 도내 최초로 <b>코로나</b>19... 있다.<b>코로나</b>19 장기화와 감염병 대유행 대비 '드라이브 스루형', '워킹스루형'등 통합형 선별진료소 운영 중에 있고... ",1
121,"강진군, 농특산물 직거래 매출 전년 대비 185% 상승... 102억 원 달성",1,<b>코로나</b>19발 위기를 기회로 전환시킨 화훼 온라인 직거래 판매 또한 큰 주목을 받았다. 군은 행사 취소 등 <b>코로나</b>19 여파로 어려움을 겪는 화훼농가를 위한 지원대책으로 기존의 공매방식에서 벗어나 전국 최초로 온라인... ,1
122,동료들도 특급대우 구창모 “형들이 대투수라고 놀려요”,0,“<b>코로나</b>19 때문에 힘드실 텐데 팬분들이 어디서든 최선 다해 응원해주셔서 잘하고 있다. 언젠가 야구장에서 같이 야구 즐겼으면 좋을 것 같다. 한국시리즈도 기대하고 있다.” 창원,1
123,폴킴 '<b>코로나</b>로 지친 의료진 위해',0,가수 폴 킴이 4일 오후 서울 중랑구 서울의료원에서 열린 '서울의료원 잠시멈춤 콘서트'에서 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 환자 진료를 위해 수고해 온 의료진들을 위해 공연을 펼치고 있다. 2020.6.4/뉴스1,1
124,의료진 사연읽는 폴킴,1,가수 폴 킴이 4일 오후 서울 중랑구 서울의료원에서 열린 '서울의료원 잠시멈춤 콘서트'에서 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 환자 진료를 위해 수고해 온 의료진들을 위해 공연을 펼친 후 의료진의 사연을... ,1
125,"HP, 국내 <b>코로나</b>19 극복 지원 동참",1,"HP코리아(대표 김대환)가 국내 <b>코로나</b>19 극복을 위해 자사 기술과 자원을 투입하고 있다. HP코리아와 HP... 이번 HP 코리아의 성금은 <b>코로나</b>19 방역을 위해 노력하는 의료진 및 자원봉사자를 지원하는 것은 물론, 도움의... ",1
126,"손흥민 &quot;모든 경기 이긴다고 약속할 순 없지만, 노력할 것&quot;",1,그런데 안타깝게도 토트넘은 프리미어리그 사무국에서 실시한 <b>코로나</b>19 5차 진단 검사에서 1명의 확진자가 발생했다. 이에 대해 토트넘은 &quot;EPL 사무국으로부터 <b>코로나</b>19 검사 결과 1명의 무증상 확진자가 나왔다는 연락을... ,1
127,[기고] 군사 전쟁과 <b>코로나</b> 전쟁의 '메타포(metaphor)',1,대사) <b>코로나</b>19가 작년 말 중국 우한에서 발생한 후 세계보건기구 WHO는 3월 초 세계적인 유행병을 의미하는 팬데믹으로 분류했다. 테드로스 세계보건기구 WHO 사무총장은 한 걸음 더 나아가 &quot;세계는 지금 <b>코로나</b>19와 전쟁... ,1
128,"LGU+, 올 3분기에 세계 최초 B2C 'AR글라스' 선보인다",1,◆ 엔리얼과 함께 AR글래스 온라인 앱(APP) 개발 세미나 개최 LG유플러스는 <b>코로나</b>19로 인한 언택트 시대에 맞춰 엔리얼과 함께 AR글래스 온라인 앱(APP) 개발 세미나를 개최한다. 5일 오전 10시 30분부터 한 시간 동안... ,1
129,"GS홈쇼핑, '소셜 임팩트 프로젝트' 창업 특강 온라인 진행",0,"특히 올해는 신종 <b>코로나</b>바이러스 감염증으로 인한 '생활속 거리두기'를 준수하고자, 사회혁신 창업에 성공한 대표들의 이야기를 듣고 소통하는 특히 '창업특강' 프로그램을 온라인으로 전환해 진행하고 있다. 특히... ",1
130,서삼석 의원 &quot;농어업인 금융지원 추경 증액해야&quot;,0,서삼석 의원 &quot;농어업인 금융지원 추경 증액해야&quot; 보증업무 중단 위기…농신보 2천억원 추가 지원 절실 신종<b>코로나</b> 바이러스 감염증(<b>코로나</b>19) 대응을 위한 정부의 3차 추가경정예산안에 농수축산인들을 위한 금융지원... ,1
131,"NHN-HDC현대산업개발, '스마트시티 플랫폼 사업' 추진 위한 업무 협약 체결",0,"특히 <b>코로나</b>19를 계기로 마련된 정부 주도의 '한국판 뉴딜 프로젝트'가 가시화됨에 따라, 양사가 추진하는... 포스트 <b>코로나</b> 시대 도시 주거 환경의 디지털트랜스포메이션(Digital Transformation)을 선도해 나갈 것&quot;이라고... ",1
132,익명의 기부자 의왕시 내손1동 주민센터에 긴급재난지원금으로 백미 기부,0,"이상원 내손1동장은 &quot;<b>코로나</b>19로 모두 힘들고 어려울 때에 긴급 재난지원금으로 소중한 후원물품을 기부하여 지역경제와 취약계층에게도 도움이 되는 일석이조의 효과가 있다고 생각한다&quot;며, &quot;기부를 해주신 익명의... ",1
133,"와이즈넛, 인천공항공사에 챗봇 서비스 구축",0,포스트 <b>코로나</b> 시대를 극복해나갈 수 있는 비대면 스마트 공항 서비스 제공을 위해 적극 노력해 나갈 것”이라고 말했다. 강용성 와이즈넛 대표는 “국내 최다 AI 챗봇 상용 노하우와 상용화 서비스를 운영하고 있는... ,1
134,"한컴-LG상사, 글로벌 시장 공략 맞손",0,"이날 양사는 4차산업혁명 및 포스트<b>코로나</b> 시대에 필요한 언택트솔루션과 사물인터넷, 인공지능 등... 김상철 한컴그룹 회장은 ”<b>코로나</b>19를 겪으면서 정부부처, 지자체, 기업, 학생 등 다양한 레퍼런스와 사용자들을... ",1
135,"SK하이닉스, 지난해 경제 분야에 4조 593억원 간접 기여",1,"<b>코로나</b>19와 같은 국가적 전염병 이슈나 자연재해에 대비하여 국민들의 안전과 생존을 지원하는 사회적 안전망도 지속 개발해 나간다는 계획이다. 한편 SK하이닉스는 지난해 지역사회, 고객, 협력사, 주주를 대상으로... ",1
136,"자활기업 '반희담', 광주시에 여름용 면 마스크 500장 기부",1,[사진=광주시] 이번 여름용 면 마스크 기부는 최근 수도권을 중심으로 <b>코로나</b>19가 다시 확산되고 있어 이를... 이에 대해 신동헌 시장은 &quot;최근 <b>코로나</b>19집단감염 사례와 생활 속 거리두기로 전환되면서 개인위생의... ,1
137,"유은혜 &quot;등교, 한 번은 반드시 겪어야…뒤쳐져 있을 수 없어&quot;",1,유은혜 사회부총리 겸 교육부 장관이 3차 등교 이틀째를 맞아 &quot;(신종 <b>코로나</b>바이러스) 감염증 상황 속에서 한... 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 유행 속 교육부의 순차등교 방침에 따라 고등학교는 지난달 20일... ,1
138,"BC카드로 스쿨뱅킹 자동납부 시, 최대 1만5000원 캐시백",0,장길동 BC카드 마케팅본부장은 &quot;신종 <b>코로나</b>바이러스로 인해 많은 어려움을 겪고 있는 고객에게 조금이나마 힘이 될 수 있도록 이벤트를 준비했다&quot;며 &quot;앞으로도 고객 생활 전반에서 다양한 혜택을 제공할 수 있도록... ,1
139,의료폐기물 처리도 'K-방역'…韓 의료폐기물 대응 전세계 공유,0,우리나라의 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 관련 의료폐기물 관리와 대응 경험을 전 세계에 공유한다. 환경부 산하 한국환경공단은 오는 5일 오후 9시30분부터 인천 서구 공단 본사 국제화상회의실에서... ,1
140,"장덕초, <b>코로나</b>19 대비 점심시간 칸막이 ‘교실 도시락’ 운영",0,"맞아 <b>코로나</b>19 극복을 위해 최선을 다하고 있다. 4일 광주서부교육지원청에 따르면 장덕초등학교는 학생 수 1,200여 명에 이르는 거대학교이다. 장덕초에서는 <b>코로나</b>19로부터 학생들을 안전하게 지키기 위해 입실 전 발열... ",1
141,"GS홈쇼핑, '소셜 임팩트 프로젝트' 창업 특강 온라인 진행",0,"특히 올해는 신종 <b>코로나</b>바이러스 감염증으로 인한 '생활속 거리두기'를 준수하고자, 사회혁신 창업에 성공한 대표들의 이야기를 듣고 소통하는 특히 '창업특강' 프로그램을 온라인으로 전환해 진행하고 있다. 특히... ",1
142,"유은혜 &quot;등교, 한 번은 반드시 겪어야…뒤쳐져 있을 수 없어&quot;",1,유은혜 사회부총리 겸 교육부 장관이 3차 등교 이틀째를 맞아 &quot;(신종 <b>코로나</b>바이러스) 감염증 상황 속에서 한... 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 유행 속 교육부의 순차등교 방침에 따라 고등학교는 지난달 20일... ,1
143,의료폐기물 처리도 'K-방역'…韓 의료폐기물 대응 전세계 공유,0,우리나라의 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 관련 의료폐기물 관리와 대응 경험을 전 세계에 공유한다. 환경부 산하 한국환경공단은 오는 5일 오후 9시30분부터 인천 서구 공단 본사 국제화상회의실에서... ,1
144,"LGU+, 올 3분기에 세계 최초 B2C 'AR글라스' 선보인다",1,◆ 엔리얼과 함께 AR글래스 온라인 앱(APP) 개발 세미나 개최 LG유플러스는 <b>코로나</b>19로 인한 언택트 시대에 맞춰 엔리얼과 함께 AR글래스 온라인 앱(APP) 개발 세미나를 개최한다. 5일 오전 10시 30분부터 한 시간 동안... ,1
145,"일본 외무상, 한국 WTO 제소에 &quot;결론은 안 나…무슨 생각일까&quot;",0,시 주석의 국빈 방일은 당초 올해 4월로 예정됐다가 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 확산 여파로 연기됐습니다. 그는 시 주석의 방일 시기에 대해 &quot;(9월로 예정된) 주요 7개국(G7) 정상회의가 먼저 오는 것은 틀림이... ,1
146,"여수시, 지역 문화예술단체에 지역상품권 50만원 지원",0,"전남 여수시는 <b>코로나</b>19의 장기화로 어려움을 겪고 있는 지역의 문화예술단체에 50만원 상당의 여수사랑상품권을 지원한다고 4일 밝혔다. 지원대상은 고유번호증 또는 사업자등록증의 소재지가 여수이며, 2017년부터... ",1
147,1987년 6.10민주항쟁이 울산에서 더 뜨거웠던 이유,0,울산기념사업위원회는 &quot;<b>코로나</b>19로 국가적 위기 속에 진행되는 6·10 민주항쟁 기념식이라 생활속... 이어 &quot;아울러 <b>코로나</b>19 이후 변화할 세상에서 가장 모범적인 방역과 극복으로 세울 새로운 이정표에 국민 모두와... ,1
148,거리두고 앉아 폴킴 공연보는 의료진들,0,4일 오후 서울 중랑구 서울의료원에서 열린 '서울의료원 잠시멈춤 콘서트'에서 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 환자 진료를 위해 수고해 온 의료진들이 가수 폴 킴의 공연을 보고 있다. 2020.6.4/뉴스1,1
149,"충남도, 스타기업 15개사 지정·현판식 개최",1,"김용찬 행정부지사는 &quot;<b>코로나</b>19로 국내외 경제여건이 어려운 상황이지만, 충남을 빛낼 스타기업으로 선정된 것에 자긍심을 갖고 지역경제 활성화를 위해 함께 노력해 달라&quot;고 기업인들에게 당부하며, &quot;충남스타기업이... ",1
150,"㈜금강전설, 의왕시에 성금 300만원 기탁",1,임현)에서 <b>코로나</b>19로 인해 어려움을 겪고 있는 저소득층을 위해 사용해 달라며 4일 의왕시에 성금 300만원을 기부했다. 임현 대표는 &quot;<b>코로나</b> 19로 더욱 어려움을 겪고 있는 저소득층과 함께 하고자 성금을 기탁하게 되었다... ,1
151,국내 첫 임상 <b>코로나</b> 백신 놓고 美서 소송전,1,신종 <b>코로나</b> 백신 임상시험 중인 이노비오 백신 생산하는 VGXI 상대 美서 소송 &quot;백신 대량생산 정보 공개... 신종 <b>코로나</b> 바이러스 백신을 둘러싸고 소송이 벌어졌다. 개발회사인 이노비오가 백신 제조를 맡은 국내... ,1
152,&quot;자체기금 100억원으로 지역 중소기업과 동반성장&quot;,0,농어촌공사 경영혁신실 서선희 부장은 &quot;<b>코로나</b>로 어려움을 겪는 지역 중소기업과 창업기업 등을 지원하기... 또 창업기업과 <b>코로나</b>19피해 중소기업은 최대 2억원의 한도 내에서 기존 대출 금리에 1.4%를 자동감면 받고... ,1
153,"마이다스에셋, 아시아성장주펀드 목표수익 초과 달성",0,"펀드 운용을 맡은 오남훈 주식운용1본부장은 “펀드 설정 직후에 <b>코로나</b>19 본격적인 확대, 미중 무역분쟁 재점화 등으로 주식시장의 급등락이 있었지만, 테크 업종 내에서도 <b>코로나</b>19와 미중 무역분쟁으로 일부 수혜를... ",1
154,"웰크론, 케어온베이직마스크 美 FDA 승인",1,"웰크론그룹 관계자는 “<b>코로나</b>19가 전세계적으로 여전히 확산되고 있는 가운데, 이번 케어온밸브마스크의... 국내 및 각 국가의 요청에 빠르게 대응하여 <b>코로나</b>19 예방에 적극 기여하는 기업이 되겠다”고 말했다.",1
155,대학로 연극 '리미트Re-Meet'에 배우 김민교 출연이 확정...,0,연극 '리미트Re-Meet'의 연출자로써 '리미트'에 대한 애정과 사랑이 남다른 김민교는 &quot;연극을 통해 <b>코로나</b>로 인해 지친 관객들에게 밝은 웃음과 긍정적인 에너지를 선물해주고 싶다&quot;고 말했다. '리미트Re-Meet'는 대학로... ,1
156,[생방송오늘저녁]파김치장어뚝배기·닭볶음탕·눈중풍,0,<b>코로나</b>19 극복! 1인 여름 보양식 2. 우리 집 늦둥이! 하이에나 남매 3. 매운 꽃이 몸에 좋다? 약이 되는 꽃! 4.... [슬기로운 외식생활] <b>코로나</b>19 극복! 1인 여름 보양식 <b>코로나</b>19에 예년보다 빨리 찾아온 더위로 지친 사람들을... ,1
157,"[기자수첩] 불평등 화두, 심상정이 묻고 김종인이 답하다",0,"<b>코로나</b>19로 우리의 일상은 완전히 바뀌었다. 경제 흐름과 정책, 국가 기조는 이제 모두 '포스트 <b>코로나</b>'에 초점이 맞춰졌다. 이미 정부와 지자체는 한 차례 긴급재난지원금을 지급해 경제 활성화에 나섰다. 하지만 정치권... ",1
158,청와대 “과학기술 투자 강화해 高기술 역량 기반한 글로벌 선도형 경제 만들...,0,포스트 <b>코로나</b> 시대를 대비해 우리 경제를 글로벌 선도형 경제로 변화하기 위해 앞으로도 과학기술을... 포스트 <b>코로나</b> 시대 경제위기 극복방안으로 제시한 ‘선도형 경제’ 실현 가능성을 상징적으로 보여줬다는데... ,1
